-1.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 1.000000000000000e+00
1.000000000000000e+00 0.000000000000000e+00
-5.000000000000000e-01 -5.000000000000000e-01
0.000000000000000e+00 5.000000000000000e-01
-5.000000000000000e-01 7.500000000000000e-01
-5.000000000000000e-01 0.000000000000000e+00
5.000000000000000e-01 7.500000000000000e-01
5.000000000000000e-01 0.000000000000000e+00
-5.000000000000000e-01 3.750000000000000e-01
-2.500000000000000e-01 2.500000000000000e-01
-2.500000000000000e-01 6.250000000000000e-01
2.500000000000000e-01 2.500000000000000e-01
5.000000000000000e-01 3.750000000000000e-01
2.500000000000000e-01 6.250000000000000e-01
-7.500000000000000e-01 0.000000000000000e+00
-8.535533905932737e-01 -3.535533905932738e-01
-5.000000000000000e-01 -2.500000000000000e-01
-7.500000000000000e-01 4.375000000000000e-01
-2.500000000000000e-01 0.000000000000000e+00
0.000000000000000e+00 2.500000000000000e-01
0.000000000000000e+00 7.500000000000000e-01
-2.500000000000000e-01 9.375000000000000e-01
2.500000000000000e-01 0.000000000000000e+00
7.500000000000000e-01 0.000000000000000e+00
7.500000000000000e-01 4.375000000000000e-01
2.500000000000000e-01 9.375000000000000e-01
-1.464466094067263e-01 -3.535533905932738e-01
-2.500000000000000e-01 4.375000000000000e-01
-3.750000000000000e-01 5.000000000000000e-01
-3.750000000000000e-01 3.125000000000000e-01
3.750000000000000e-01 5.000000000000000e-01
2.500000000000000e-01 4.375000000000000e-01
3.750000000000000e-01 3.125000000000000e-01
-6.767766952966369e-01 -3.017766952966369e-01
-6.250000000000000e-01 -1.250000000000000e-01
-8.017766952966369e-01 -1.767766952966369e-01
-7.500000000000000e-01 2.187500000000000e-01
-6.250000000000000e-01 1.875000000000000e-01
-6.250000000000000e-01 4.062500000000000e-01
-1.250000000000000e-01 1.250000000000000e-01
-1.250000000000000e-01 2.500000000000000e-01
-2.500000000000000e-01 1.250000000000000e-01
-1.250000000000000e-01 8.437500000000000e-01
-2.500000000000000e-01 7.812500000000000e-01
-1.250000000000000e-01 6.875000000000000e-01
1.250000000000000e-01 1.250000000000000e-01
2.500000000000000e-01 1.250000000000000e-01
1.250000000000000e-01 2.500000000000000e-01
7.500000000000000e-01 2.187500000000000e-01
6.250000000000000e-01 4.062500000000000e-01
6.250000000000000e-01 1.875000000000000e-01
1.250000000000000e-01 8.437500000000000e-01
1.250000000000000e-01 6.875000000000000e-01
2.500000000000000e-01 7.812500000000000e-01
-3.232233047033631e-01 -3.017766952966369e-01
-1.982233047033631e-01 -1.767766952966369e-01
-3.750000000000000e-01 -1.250000000000000e-01
-1.250000000000000e-01 3.750000000000000e-01
-1.250000000000000e-01 5.625000000000000e-01
-3.750000000000000e-01 6.875000000000000e-01
-5.000000000000000e-01 5.625000000000000e-01
-5.000000000000000e-01 1.875000000000000e-01
-3.750000000000000e-01 1.250000000000000e-01
5.000000000000000e-01 5.625000000000000e-01
3.750000000000000e-01 6.875000000000000e-01
1.250000000000000e-01 5.625000000000000e-01
1.250000000000000e-01 3.750000000000000e-01
3.750000000000000e-01 1.250000000000000e-01
5.000000000000000e-01 1.875000000000000e-01
-6.913417161825449e-01 -4.619397662556434e-01
-5.000000000000000e-01 -3.750000000000000e-01
-5.000000000000000e-01 -1.250000000000000e-01
-6.250000000000000e-01 0.000000000000000e+00
-8.750000000000000e-01 0.000000000000000e+00
-9.619397662556434e-01 -1.913417161825449e-01
-8.750000000000000e-01 2.343750000000000e-01
-6.250000000000000e-01 6.093750000000000e-01
-1.250000000000000e-01 0.000000000000000e+00
0.000000000000000e+00 1.250000000000000e-01
0.000000000000000e+00 3.750000000000000e-01
-3.750000000000000e-01 0.000000000000000e+00
0.000000000000000e+00 8.750000000000000e-01
-1.250000000000000e-01 9.843750000000000e-01
-3.750000000000000e-01 8.593750000000000e-01
0.000000000000000e+00 6.250000000000000e-01
1.250000000000000e-01 0.000000000000000e+00
3.750000000000000e-01 0.000000000000000e+00
8.750000000000000e-01 0.000000000000000e+00
8.750000000000000e-01 2.343750000000000e-01
6.250000000000000e-01 6.093750000000000e-01
6.250000000000000e-01 0.000000000000000e+00
1.250000000000000e-01 9.843750000000000e-01
3.750000000000000e-01 8.593750000000000e-01
-3.086582838174551e-01 -4.619397662556434e-01
-3.806023374435663e-02 -1.913417161825449e-01
-3.750000000000000e-01 4.062500000000000e-01
-3.125000000000000e-01 3.750000000000000e-01
-3.125000000000000e-01 4.687500000000000e-01
3.125000000000000e-01 3.750000000000000e-01
3.750000000000000e-01 4.062500000000000e-01
3.125000000000000e-01 4.687500000000000e-01
-7.133883476483185e-01 -1.508883476483184e-01
-7.392766952966369e-01 -2.392766952966369e-01
