480 481 482
31 480 1
1 2 31
2 32 31
2 3 32
3 33 32
3 4 33
33 484 34
483 484 485
486 483 487
488 487 489
525 488 1022
7 1022 6
7 37 36
7 8 37
8 38 37
8 9 38
9 528 38
9 491 39
490 491 492
11 492 10
11 531 40
11 494 41
493 494 495
497 495 1017
496 497 498
500 498 1018
499 500 501
503 501 1019
502 503 504
16 504 15
16 46 45
16 506 46
505 506 507
508 507 509
510 508 511
19 511 18
19 541 48
19 20 49
20 545 49
20 21 50
21 51 50
21 22 51
22 52 51
22 23 52
23 53 52
23 24 53
24 54 53
24 25 54
25 55 54
25 513 55
512 513 514
516 514 1020
515 516 517
28 517 27
28 58 57
28 29 58
29 59 58
30 31 60
31 61 60
31 32 61
32 62 61
32 519 62
518 519 520
34 520 33
63 1021 64
522 1021 486
521 522 523
524 523 525
1111 524 1146
37 1146 36
37 556 66
37 1028 67
559 1028 527
526 527 528
1112 526 1143
1108 1143 490
1029 1108 530
529 530 531
532 529 533
1023 533 493
72 1023 42
72 496 43
72 535 73
534 535 499
1031 534 1109
1144 1109 502
573 1144 1158
46 1158 45
46 76 75
76 505 47
76 537 77
536 537 510
538 536 539
540 539 541
542 540 543
544 543 545
578 544 1032
51 1032 50
51 581 80
51 52 81
52 82 81
52 53 82
53 83 82
53 54 83
54 84 83
54 1106 84
584 1106 1024
547 1024 512
546 547 548
1025 548 515
87 1025 57
57 58 87
58 88 87
58 59 88
59 89 88
60 61 90
61 587 90
61 62 91
91 550 92
549 550 518
93 549 63
63 1107 93
590 1107 1026
552 1026 521
551 552 553
1035 553 1111
595 1035 555
554 555 556
1027 554 558
557 558 559
598 557 1036
561 1036 1112
560 561 562
564 562 1029
563 564 565
1030 565 532
101 1030 71
71 72 101
72 605 101
72 567 102
566 567 568
570 568 1031
569 570 571
572 571 573
574 572 575
76 575 75
76 610 105
76 1167 106
613 1167 1160
1149 1160 538
1117 1149 1113
1040 1113 542
616 1040 577
576 577 578
1033 576 580
579 580 581
623 579 1041
82 1041 81
82 626 111
82 83 112
83 113 112
83 84 113
113 583 114
582 583 584
115 582 85
115 546 86
86 116 115
86 87 116
87 631 116
87 88 117
88 118 117
88 89 118
89 119 118
585 586 587
121 585 91
91 92 121
92 122 121
92 93 122
122 589 123
588 589 590
591 588 592
1034 592 551
1110 1034 594
593 594 595
1147 593 1115
1044 1115 1027
642 1044 597
596 597 598
1037 596 600
599 600 560
601 599 602
1038 602 563
130 1038 100
100 101 130
130 604 131
603 604 605
647 603 1045
1116 1045 566
1148 1116 607
606 607 569
134 606 104
134 574 105
134 609 135
608 609 610
1039 608 612
611 612 613
653 611 1046
1048 1046 1117
656 1048 615
614 615 616
617 614 618
620 618 1033
