+5.711022974580526e-02 +2.411384487920585e-01 -4.513367048188902e-01 -5.397693562314623e-01 -1.103297044052088e+00 +3.629777437101835e-01 +1.363247447092402e+00 -3.177606467674323e-01 -4.365653452076748e-01 -1.192858215337312e+00 +1.644260363058284e+00 +3.044781280584383e-01 +2.950311613620991e+00 -3.330122200103628e+00 -2.439117716362754e+00 +3.914855795224836e+00 -1.669098418938096e+00 +1.556174852371417e-01 +5.071362587327277e-01 -1.506299166349444e+00 +9.416401980393747e-01 +2.411859053390676e+00 +2.114165628163311e+00 -1.422768510040996e+00 +1.648592839630663e-01 +6.974791176443305e-01 -1.951163419541368e+00 -3.212356752273160e-01 +1.769336002091888e+00 -3.187351293381580e-02 +1.009220549159072e+00 +1.492396107325686e+00 -4.438473577142963e+00 +1.625190757279415e+00 +1.251770784357033e+00 +2.534099723113334e+00 -4.540928284453401e+00 +3.631538886616248e+00 -4.089503968222676e-01 +1.308555148882735e+00 -1.530781499914269e+00 +2.055932551476447e+00 +4.887494840868587e+00 -4.437402200505398e+00 -2.191401708688060e+00 -8.218259619080892e-01 +2.453511995773293e-01 -1.292612603256904e+00 -1.815563896039787e-01 +9.891715669517753e-01 -3.053707820341227e+00 -7.359997948408374e-01 -1.438011954454647e+00 
+0.000000000000000e+00 +0.000000000000000e+00 +0.000000000000000e+00 -0.000000000000000e+00 +0.000000000000000e+00 -0.000000000000000e+00 +0.000000000000000e+00 -0.000000000000000e+00 -1.665334536937735e-16 +0.000000000000000e+00 +0.000000000000000e+00 +0.000000000000000e+00 +2.220446049250313e-16 +0.000000000000000e+00 +3.885780586188048e-16 +6.106226635438361e-16 -1.665334536937735e-16 +2.561643444222092e-02 +1.968834952453423e-01 +3.799288895755302e-01 +0.000000000000000e+00 +3.492403759452612e-01 -2.153558274550890e-02 -7.879901306145348e-02 -4.959726144320575e-02 +0.000000000000000e+00 +7.260706239799308e-02 +2.493248575168190e-01 +5.196349938895672e-03 -0.000000000000000e+00 +9.932652723952728e-02 +2.561688036852271e-01 +3.683458057022386e-01 -8.265104193593575e-02 +5.504125643040330e-01 -1.458247060588314e-01 +2.584638289054517e-01 +1.570853712993331e-02 +1.894964804837590e-01 +2.805900859589966e-02 +3.796932065799634e-01 +5.905539870481660e-01 +4.577753900830661e-02 +4.954129512185296e-01 +4.949073464335249e-01 -0.000000000000000e+00 +6.072544042294089e-01 -1.341953200985846e-01 -2.684059197448139e-01 -0.000000000000000e+00 -1.239269460050557e-01 +0.000000000000000e+00 +2.802922669072353e-01 
+0.000000000000000e+00 +0.000000000000000e+00 +0.000000000000000e+00 -0.000000000000000e+00 +0.000000000000000e+00 -0.000000000000000e+00 -5.551115123125783e-17 -0.000000000000000e+00 -2.775557561562891e-17 -1.110223024625157e-16 +0.000000000000000e+00 +0.000000000000000e+00 +2.220446049250313e-16 +5.551115123125783e-17 +1.665334536937735e-16 -1.110223024625157e-16 -2.775557561562891e-16 +1.730517772306142e-02 +1.160761836146439e-01 +3.156982501942801e-01 +0.000000000000000e+00 +2.015125679357769e-01 +5.132061316441311e-03 +6.096997244927629e-02 +1.459856375304724e-02 +0.000000000000000e+00 +8.455803786588212e-02 +4.577967070010697e-02 +8.880265419884911e-02 -0.000000000000000e+00 +1.705362581633018e-01 +1.344628975348486e-01 +3.081471985996161e-01 +4.572393662128826e-02 +1.594284426778439e-01 +7.472684543045449e-02 +1.346021395870493e-01 +8.377858005764355e-02 +1.365212315702596e-01 +3.845437454326134e-02 +2.949976957926698e-01 +1.898954184670764e-01 +2.976740891315866e-02 +3.131655944361283e-01 +2.328976639209784e-01 -0.000000000000000e+00 +1.986476488474231e-01 +1.856930485002828e-02 -2.049740593836558e-03 -0.000000000000000e+00 +1.461265612886197e-01 +0.000000000000000e+00 +2.103537188910920e-01 
+0.000000000000000e+00 +0.000000000000000e+00 +0.000000000000000e+00 -0.000000000000000e+00 +1.110223024625157e-16 -0.000000000000000e+00 +5.551115123125783e-17 -0.000000000000000e+00 +0.000000000000000e+00 +2.220446049250313e-16 -1.110223024625157e-16 +0.000000000000000e+00 +5.551115123125783e-17 -2.775557561562891e-16 -1.665334536937735e-16 -2.220446049250313e-16 +1.665334536937735e-16 +1.255551705927510e-02 +7.815232456011284e-02 +2.306867567725483e-01 +0.000000000000000e+00 +1.398466531973169e-01 +9.998747710515010e-03 +1.209505108195968e-01 +4.374964711814211e-02 +0.000000000000000e+00 +6.600861650921058e-02 +2.218685072377852e-02 +7.143554576504052e-02 -0.000000000000000e+00 +1.523834020477512e-01 +9.020013823308010e-02 +2.340207239820608e-01 +5.172216302247246e-02 +9.368690285469061e-02 +9.480367967919984e-02 +8.874840685769531e-02 +6.331149931335994e-02 +1.454410322979466e-01 +5.174084316331679e-02 +2.268021252146269e-01 +9.483724063384269e-02 +2.055112800644532e-02 +2.289830357478402e-01 +1.649751435256256e-01 -0.000000000000000e+00 +1.168409301996323e-01 +2.643003762245077e-02 +3.327465029695126e-02 -0.000000000000000e+00 +1.874301293116492e-01 +0.000000000000000e+00 +1.569069860980986e-01 
+0.000000000000000e+00 +0.000000000000000e+00 +0.000000000000000e+00 -0.000000000000000e+00 -1.110223024625157e-16 -0.000000000000000e+00 +0.000000000000000e+00 -0.000000000000000e+00 +5.551115123125783e-17 -1.110223024625157e-16 +1.110223024625157e-16 +0.000000000000000e+00 +5.551115123125783e-17 +5.551115123125783e-17 -1.665334536937735e-16 +0.000000000000000e+00 -2.775557561562891e-16 +9.380708550624034e-03 +5.628395282894988e-02 +1.716410376745515e-01 +0.000000000000000e+00 +1.026485188135539e-01 +1.170657426721514e-02 +1.396106486803124e-01 +5.806437074689630e-02 +0.000000000000000e+00 +4.977022262768732e-02 +1.479657778735249e-02 +5.388605709050670e-02 -0.000000000000000e+00 +1.225794914136621e-01 +6.589359163362768e-02 +1.804565137854445e-01 +4.710222790602303e-02 +7.387846523580993e-02 +8.582205362618250e-02 +6.494305584927274e-02 +4.712464275149875e-02 +1.491297216728761e-01 +6.132507973611334e-02 +1.771959652291726e-01 +6.279956827663591e-02 +1.676429035774629e-02 +1.753737847278935e-01 +1.312113892149694e-01 -0.000000000000000e+00 +8.493929666022310e-02 +2.203597331368334e-02 +3.111084421406585e-02 -0.000000000000000e+00 +1.760511482352501e-01 +0.000000000000000e+00 +1.250646645684433e-01 
+0.000000000000000e+00 +0.000000000000000e+00 +0.000000000000000e+00 -0.000000000000000e+00 -1.110223024625157e-16 -0.000000000000000e+00 +0.000000000000000e+00 -0.000000000000000e+00 -2.775557561562891e-17 -1.110223024625157e-16 +0.000000000000000e+00 +0.000000000000000e+00 -3.885780586188048e-16 +3.885780586188048e-16 +0.000000000000000e+00 +2.220446049250313e-16 +5.551115123125783e-17 +7.228861655125984e-03 +4.256300227460530e-02 +1.322675068404252e-01 +0.000000000000000e+00 +7.831460676708613e-02 +1.196588423504732e-02 +1.402227404477865e-01 +6.365980174679370e-02 +0.000000000000000e+00 +3.795984391237622e-02 +1.088668271018586e-02 +4.104661470001908e-02 -0.000000000000000e+00 +9.745684238910229e-02 +5.018689836852758e-02 +1.418381770481845e-01 +4.170330664419175e-02 +6.212063232102122e-02 +7.364090536902029e-02 +4.965628382358200e-02 +3.633344896360213e-02 +1.447855018697022e-01 +6.534166337741598e-02 +1.404502226497252e-01 +4.653220004721026e-02 +1.444599940607272e-02 +1.384391160417429e-01 +1.081448644255202e-01 -0.000000000000000e+00 +6.568504244554374e-02 +1.749741073148492e-02 +2.523029468525767e-02 -0.000000000000000e+00 +1.541479964864361e-01 +0.000000000000000e+00 +1.036293553300330e-01 
+0.000000000000000e+00 +0.000000000000000e+00 +0.000000000000000e+00 -0.000000000000000e+00 +1.110223024625157e-16 -0.000000000000000e+00 +5.551115123125783e-17 -0.000000000000000e+00 +0.000000000000000e+00 +1.110223024625157e-16 -1.110223024625157e-16 +0.000000000000000e+00 -3.885780586188048e-16 -3.885780586188048e-16 +2.220446049250313e-16 +1.110223024625157e-16 +1.665334536937735e-16 +5.715307107181461e-03 +3.338888165682508e-02 +1.049453063629831e-01 +0.000000000000000e+00 +6.155293336282130e-02 +1.149312977014286e-02 +1.327313524471905e-01 +6.384343179988616e-02 +0.000000000000000e+00 +2.949889971514913e-02 +8.349644322031363e-03 +3.185949465712085e-02 -0.000000000000000e+00 +7.806810550145404e-02 +3.925100988565372e-02 +1.133935464408638e-01 +3.664803024948471e-02 +5.286505373426215e-02 +6.253401935147779e-02 +3.894843606744902e-02 +2.868870422290748e-02 +1.354218157160789e-01 +6.491960002703906e-02 +1.128477151113789e-01 +3.607874745007089e-02 +1.260388619677760e-02 +1.118110023261979e-01 +9.049993929921007e-02 -0.000000000000000e+00 +5.219120687587475e-02 +1.398265827069500e-02 +2.034476123416951e-02 -0.000000000000000e+00 +1.323572563777225e-01 +0.000000000000000e+00 +8.752893153881358e-02 
+0.000000000000000e+00 +0.000000000000000e+00 +0.000000000000000e+00 -0.000000000000000e+00 +0.000000000000000e+00 -0.000000000000000e+00 +5.551115123125783e-17 -0.000000000000000e+00 +1.387778780781446e-17 -1.110223024625157e-16 -1.110223024625157e-16 +0.000000000000000e+00 -1.665334536937735e-16 +2.775557561562891e-16 +0.000000000000000e+00 -4.440892098500626e-16 +1.665334536937735e-16 +4.609602206233049e-03 +2.688992399289541e-02 +8.508822439483321e-02 +0.000000000000000e+00 +4.947522425987921e-02 +1.065677652315472e-02 +1.217356864099295e-01 +6.087252124990072e-02 +0.000000000000000e+00 +2.333692208689031e-02 +6.564466332401014e-03 +2.517939482045634e-02 -0.000000000000000e+00 +6.325388558583112e-02 +3.130929717645387e-02 +9.199904699616285e-02 +3.207239851384558e-02 +4.514197041750528e-02 +5.308626339783368e-02 +3.112909275143949e-02 +2.304229457745033e-02 +1.235995410692626e-01 +6.167116835849118e-02 +9.184004440828292e-02 +2.867192756757631e-02 +1.100728236649978e-02 +9.186556581440564e-02 +7.640403075722146e-02 -0.000000000000000e+00 +4.223231947561867e-02 +1.134215295066443e-02 +1.664210884117601e-02 -0.000000000000000e+00 +1.131011436023961e-01 +0.000000000000000e+00 +7.463731329736800e-02 
+0.000000000000000e+00 +0.000000000000000e+00 +0.000000000000000e+00 -0.000000000000000e+00 +0.000000000000000e+00 -0.000000000000000e+00 -5.551115123125783e-17 -0.000000000000000e+00 +0.000000000000000e+00 +0.000000000000000e+00 +0.000000000000000e+00 +0.000000000000000e+00 +1.665334536937735e-16 -3.885780586188048e-16 +0.000000000000000e+00 +3.330669073875470e-16 -1.665334536937735e-16 +3.775574997542136e-03 +2.206135604477633e-02 +7.008522127135353e-02 +0.000000000000000e+00 +4.044394574034610e-02 +9.665315270593222e-03 +1.095427451338401e-01 +5.624920811494399e-02 +0.000000000000000e+00 +1.875613271792625e-02 +5.256694766198861e-03 +2.022022319131916e-02 -0.000000000000000e+00 +5.183853348591688e-02 +2.537301685393495e-02 +7.558474986966368e-02 +2.797813903327873e-02 +3.863015312675938e-02 +4.516835855730722e-02 +2.526263204197388e-02 +1.876695146622342e-02 +1.109717582881191e-01 +5.689224420851652e-02 +7.561124002448055e-02 +2.318445298842164e-02 +9.595973293916982e-03 +7.644101322288729e-02 +6.488748546537282e-02 -0.000000000000000e+00 +3.466407436436164e-02 +9.330322852901141e-03 +1.380566444108711e-02 -0.000000000000000e+00 +9.663389994069777e-02 +0.000000000000000e+00 +6.395955576292600e-02 
+0.000000000000000e+00 +0.000000000000000e+00 +0.000000000000000e+00 -0.000000000000000e+00 +0.000000000000000e+00 -0.000000000000000e+00 +5.551115123125783e-17 -0.000000000000000e+00 +1.387778780781446e-17 +0.000000000000000e+00 +2.220446049250313e-16 +0.000000000000000e+00 -2.775557561562891e-16 +3.885780586188048e-16 -3.330669073875470e-16 -4.996003610813204e-16 -1.665334536937735e-16 +3.129707968357626e-03 +1.833985920109799e-02 +5.839996926550006e-02 +0.000000000000000e+00 +3.348709646931863e-02 +8.638683217243454e-03 +9.735646587322988e-02 +5.092310141798739e-02 +0.000000000000000e+00 +1.528250478150162e-02 +4.272689185956829e-03 +1.646404835082566e-02 -0.000000000000000e+00 +4.292041990571899e-02 +2.083181343035451e-02 +6.275262225488970e-02 +2.434268130647121e-02 +3.311681097588798e-02 +3.853409482478781e-02 +2.076370703821717e-02 +1.546618212498407e-02 +9.851532807607694e-02 +5.146176032174249e-02 +6.287019737851685e-02 +1.900489775388359e-02 +8.347640112662091e-03 +6.420312545127002e-02 +5.533920667664149e-02 -0.000000000000000e+00 +2.877740647444069e-02 +7.763277612562597e-03 +1.157592385902989e-02 -0.000000000000000e+00 +8.266969680673247e-02 +0.000000000000000e+00 +5.495609486537956e-02 
