0 1 16
1 17 16
1 2 17
2 18 17
2 3 18
3 19 18
3 4 19
4 20 19
4 5 20
5 21 20
5 6 21
6 22 21
6 7 22
7 23 22
7 8 23
8 24 23
8 9 24
9 25 24
9 10 25
10 26 25
10 11 26
11 27 26
11 12 27
12 28 27
12 13 28
13 29 28
13 14 29
14 30 29
14 15 30
15 31 30
16 17 32
17 33 32
17 18 33
18 34 33
18 19 34
19 35 34
19 20 35
20 36 35
20 21 36
21 37 36
21 22 37
22 38 37
22 23 38
23 39 38
23 24 39
24 40 39
24 25 40
25 41 40
25 26 41
26 42 41
26 27 42
27 43 42
27 28 43
28 44 43
28 29 44
29 45 44
29 30 45
30 46 45
30 31 46
31 47 46
32 33 48
33 49 48
33 34 49
34 50 49
34 35 50
35 51 50
35 36 51
36 52 51
36 37 52
37 53 52
37 38 53
38 54 53
38 39 54
39 55 54
39 40 55
40 56 55
40 41 56
41 57 56
41 42 57
42 58 57
42 43 58
43 59 58
43 44 59
44 60 59
44 45 60
45 61 60
45 46 61
46 62 61
46 47 62
47 63 62
48 49 64
49 65 64
49 50 65
50 66 65
50 51 66
51 67 66
51 52 67
52 68 67
52 53 68
53 69 68
53 54 69
54 70 69
54 55 70
55 71 70
55 56 71
56 72 71
56 57 72
57 73 72
57 58 73
58 74 73
58 59 74
59 75 74
59 60 75
60 76 75
60 61 76
61 77 76
61 62 77
62 78 77
62 63 78
63 79 78
64 65 80
65 81 80
65 66 81
66 82 81
66 67 82
67 83 82
67 68 83
68 84 83
68 69 84
69 85 84
69 70 85
70 86 85
70 71 86
71 87 86
71 72 87
72 88 87
72 73 88
73 89 88
73 74 89
74 90 89
74 75 90
75 91 90
75 76 91
76 92 91
76 77 92
77 93 92
77 78 93
78 94 93
78 79 94
79 95 94
80 81 96
81 97 96
81 82 97
82 98 97
82 83 98
83 99 98
83 84 99
84 100 99
84 85 100
85 101 100
85 86 101
86 102 101
86 87 102
87 103 102
87 88 103
88 104 103
88 89 104
89 105 104
89 90 105
90 106 105
90 91 106
91 107 106
91 92 107
92 108 107
92 93 108
93 109 108
93 94 109
94 110 109
94 95 110
95 111 110
96 97 112
97 113 112
97 98 113
98 114 113
98 99 114
99 115 114
99 100 115
100 116 115
100 101 116
101 117 116
101 102 117
102 118 117
102 103 118
103 119 118
103 104 119
104 120 119
104 105 120
105 121 120
105 106 121
106 122 121
106 107 122
107 123 122
107 108 123
108 124 123
108 109 124
109 125 124
109 110 125
110 126 125
110 111 126
111 127 126
112 113 128
113 129 128
113 114 129
114 130 129
114 115 130
115 131 130
115 116 131
116 132 131
116 117 132
117 133 132
117 118 133
118 134 133
118 119 134
119 135 134
119 120 135
120 136 135
120 121 136
121 137 136
121 122 137
122 138 137
122 123 138
123 139 138
123 124 139
124 140 139
124 125 140
125 141 140
125 126 141
126 142 141
126 127 142
127 143 142
